id,category,shape,shape_type,triples,lexicalization,prefix
9994,Food,(X (X (X)) (X (X))),mixed,"[<S> Java <P> ethnicGroup <O> Banyumasan people, <S> Ayam penyet <P> region <O> Singapore, <S> Singapore <P> leader <O> Tony Tan, <S> Ayam penyet <P> country <O> Java]","""Mae Ayam penyet yn ddisg o Java a Singapore. Mae arweinydd y olaf yn Tony Tan a'r bobl Banyumasan yn grŵp ethnig o Java. """", Mae Ayam penyet yn ddisg o Singapore a Java. Mae pobl Banyumasan yn un o'r grwpiau ethnig yn Java a Tony Tan yn arweinydd yn Singapore. ""Mae pobl Banyumasan yn grŵp ethnig yn Java, lle mae'r ddisg ayam penyet yn cael ei ddarganfod. Mae'r ddisg yn wreiddiol yn Singapore, lle mae Tony Tan yn arweinydd"".",Welsh
5410,University,(X (X (X)) (X (X)) (X (X))),mixed,"[<S> Acharya Institute of Technology <P> wasGivenTheTechnicalCampusStatusBy <O> All India Council for Technical Education, <S> All India Council for Technical Education <P> location <O> Mumbai, <S> Karnataka <P> hasToItsNortheast <O> Telangana, <S> Acharya Institute of Technology <P> sportsOffered <O> Tennis, <S> Tennis <P> sportGoverningBody <O> International Tennis Federation, <S> Acharya Institute of Technology <P> state <O> Karnataka]","""Mae Institw Technolegol Acharya yn Karnataka (ac mae Telangana yn y gogledd-ddwyrain). Mae'n cael statws ""Cymru o Ganolfan Technegol"" gan y Cyngor Technegol Ddinesig (a'rwyd yn Mumbai). Mae'r Institw yn cynnig fath o chwaraeon fel Tennis; organ llywodraethu ar gyfer tennis yw Federasiwn Rhyngwladol Tennis.",Welsh
5019,Politician,(X (X (X))),chain,"[<S> Ab Klink <P> almaMater <O> Erasmus University Rotterdam, <S> Erasmus University Rotterdam <P> affiliation <O> Association of MBAs]","""Mae Alma mater Ab Klink yn Brifysgol Erasmus Rotterdam, sy'n gysylltiedig â Gymdeithas MBAs. """", Alma mater Ab Klink yw Erasmus University Rotterdam, sy'n gysylltiedig â Gymdeithas MBAs. """", Alma mater Ab Klink, yw Erasmus University yn Rotterdam, sy'n gysylltiedig â Gymdeithas MBAs. """,Welsh
1818,Food,(X (X)),,"[<S> Ayam penyet <P> region <O> ""Nationwide, also can be found in Malaysia and Singapore""]","""Mae penyet Ayam yn cael ei ddarganfod ledled y wlad ac hefyd yn Malaysia a Singapore. """,Welsh
1084,SportsTeam,(X (X)),,"[<S> A.F.C. Fylde <P> ground <O> ""Kellamergh Park""]","""Ploщадка FK Faield (Anglia) - Kellammerh Park"".",Welsh
6643,CelestialBody,(X (X (X) (X))),mixed,"[<S> 103 Hera <P> discoverer <O> James Craig Watson, <S> James Craig Watson <P> almaMater <O> University of Michigan, <S> James Craig Watson <P> nationality <O> Canada]","""Mae James Craig Watson, a ddarganfuodd 103 Hera, yn ddinasydd Canada a graddedodd o Brifysgol Michigan. """"Mae gan y Canadaidd, James Craig Watson (arddangoswr 103 Hera), Brifysgol Michigan fel Alma mater. """"Mae Alma Mater y Canadaidd, James Craig Watson, arddangoswr 103 Hera, yn Brifysgol Michigan"".",Welsh
4446,University,(X (X (X) (X) (X))),mixed,"[<S> Romania <P> leaderTitle <O> Prime Minister of Romania, <S> Romania <P> ethnicGroup <O> Germans of Romania, <S> Romania <P> capital <O> Bucharest, <S> 1 Decembrie 1918 University <P> country <O> Romania]","""Mae'r Brifysgol ""1 Rhagfyr 1918"" yn Romania, a'i brifddinas yw Bucharest. Mae swydd arweinydd y wlad yn cael ei ddal gan ben-arlywydd Rwmania a un o grwpiau ethnol yn y wlad - Almaenwyr Rwmania"".",Welsh
3221,SportsTeam,(X (X (X) (X))),mixed,"[<S> A.C. Lumezzane <P> manager <O> Michele Marcolini, <S> Michele Marcolini <P> club <O> Torino F.C., <S> Michele Marcolini <P> club <O> Vicenza Calcio]","""Mae Michel Marcoliini yn rheoli FK ""Lумеццане"", ond mae hefyd yn chwarae ar gyfer FK Торино a FK ""Виченца"".",Welsh
85,Airport,(X (X)),,"[<S> Alderney Airport <P> runwayName <O> ""03/21""]","""Nawes y maes awyr Olderni - 03/21."", ""Nawes y maes awyr Olderni - 03/21."", ""Nawes y maes awyr Olderni"" yn 03 / 21.""",Welsh
13192,University,(X (X (X)) (X (X)) (X (X) (X))),mixed,"[<S> Karnataka <P> hasToItsNortheast <O> Telangana, <S> Visvesvaraya Technological University <P> city <O> Belgaum, <S> Acharya Institute of Technology <P> sportsOffered <O> Tennis, <S> Tennis <P> sportGoverningBody <O> International Tennis Federation, <S> Karnataka <P> hasToItsWest <O> Arabian Sea, <S> Acharya Institute of Technology <P> state <O> Karnataka, <S> Acharya Institute of Technology <P> affiliation <O> Visvesvaraya Technological University]","""Mae Karnataka wedi'i leoli i'r de-orllewin o Telangana ac mae gan y môr Arabaidd i'r gorllewin. Mae'r wladwriaeth yn lleoliad y Sefydliad Technoleg Acharya sy'n gysylltiedig â Brifysgol Technolegol Visvesvaraya yn ddinas Belgaum. Mae'r Sefydliad yn cynnig y chwaraeon tennis sydd gan y Sefydliad Tennis Rhyngwladol fel ei gorff llywodraethu. """,Welsh
326,Building,(X (X)),,[<S> 103 Colmore Row <P> architecturalStyle <O> Brutalist architecture],"""Archwythurol arddull Colmor-Row 103 yn perthyn i Bruthalizm. """", ""Cylmor-Row 103 yn cael ei adeiladu yn arddull adeiladu Bruthalizm. """,Welsh
9461,City,(X (X) (X (X) (X))),mixed,"[<S> Anaheim, California <P> isPartOf <O> Orange County, California, <S> Orange County, California <P> isPartOf <O> Greater Los Angeles Area, <S> Orange County, California <P> country <O> United States, <S> Anaheim, California <P> leaderTitle <O> United States House of Representatives]","""Mae'r Cynulliad yn arwain Anaheim, California, sy'n rhan o ardal Greater Los Angeles, California, yr Unol Daleithiau. Mae Orange County yn rhan o ardal Greater Los Angeles. """,Welsh
6541,Building,(X (X) (X) (X)),sibling,"[<S> Asilomar Conference Grounds <P> location <O> ""Asilomar Blvd., Pacific Grove, California"", <S> Asilomar Conference Grounds <P> NationalRegisterOfHistoricPlacesReferenceNumber <O> ""87000823"", <S> Asilomar Conference Grounds <P> yearOfConstruction <O> 1913]","""Mae Grwydr Cynhadledd Asilomar yn cael ei leoli ar Asilomar Blvd, Pacific Grove, California. Cafodd ei adeiladu yn 1913 ac mae ganddo rhif cyfeirio 87000823 yn y Cofrestr Genedlaethol o Leoliadau hanesyddol.",Welsh
263,Airport,(X (X)),,"[<S> Punjab, Pakistan <P> leader <O> Shehbaz Sharif]","""Mae arweinydd Punjab, Pakistan yn Shehbaz Sharif"".",Welsh
9987,Food,(X (X (X) (X) (X))),mixed,"[<S> Italy <P> capital <O> Rome, <S> Italy <P> leader <O> Matteo Renzi, <S> Amatriciana sauce <P> country <O> Italy, <S> Italy <P> language <O> Italian language]","""Mae Rhufeinig yn brifddinas yr Eidal, a'i arweinydd yw Matteo Renzi. Mae Eidal yn cael ei siarad yn Eidal. Mae sos Amatriciana yn sos traddodiadol Eidal. """", Prifddinas Eidal yw Rhufeinig a'r iaith siaradedig yw Eidal. Mae sos Amatriciana yn dod o Eidal a un o'i arweinwyr yw Matteo Renzi. """", ""Mae sos Amatriciana yn dod o Eidal sy'n siarad Eidal; lle mae'r prifddinas yn",Welsh
560,CelestialBody,(X (X)),,[<S> (410777) 2009 FD <P> meanTemperature <O> 258.0 (kelvins)],"""(410777) 2009 FD sydd â tymheredd canol 258,0 Kelvin."", ""Temheredd canol 410777 2099 FD - 258,0 Kelvin."", ""410777 2009 FD sydd â tymheredd canol 258 Kelvin"".",Welsh
7042,Company,(X (X) (X) (X)),sibling,"[<S> GMA New Media <P> industry <O> Mass Media, <S> GMA New Media <P> keyPerson <O> Felipe Gozon, <S> GMA New Media <P> location <O> GMA Network Center]","""Mae'r prif berson yn GMA New Media, cwmni yn y diwydiant cyfryngau mawr, sy'n lleoli o fewn Ganolfan y Rhwydwaith GMA, yn Felipe Gozon. """",Felipe Gozon yw prif weithwyr cwmni diwydiant cyfryngau mawr GMA New Media, sy'n cael ei bencaddio yn Ganolfan y Rhwydwaith GMA. """",Felipe Gozon yw prif berson GMA New Media, sy'n gweithio yn y diwydiant cyfryngau mawr ac sy'n lleoli yn Ganolfan y Rhwydwaith GMA. """,Welsh
6597,CelestialBody,(X (X) (X) (X)),sibling,"[<S> (410777) 2009 FD <P> discoverer <O> Spacewatch, <S> (410777) 2009 FD <P> mass <O> 8.3 (kilograms), <S> (410777) 2009 FD <P> periapsis <O> 88234300000.0]","""Gwelir y corff nefoedd yn cael ei darganfod gan Spacewatch, gyda mas 8.3 kg, a'i gofnodi fel (410777) 2009 FD, ac mae ganddo periapsis o 88234300000.0."", ""((410777) 2009 FD, gyda mas 8.3 kg, a gafodd ei darganfod gan Spacewatch ac mae ganddo periapsis o 88234300000.0."", ""Gwelir gan Spacewatch, (410777) 2009 FD, mae ganddo masa 8.3 kg a periapsis o 88234300000.0.""",Welsh
5449,Astronaut,(X (X) (X) (X) (X) (X) (X) (X)),sibling,"[<S> Alan Shepard <P> almaMater <O> ""NWC, M.A. 1957"", <S> Alan Shepard <P> mission <O> Apollo 14, <S> Alan Shepard <P> deathPlace <O> California, <S> Alan Shepard <P> occupation <O> Test pilot, <S> Alan Shepard <P> birthPlace <O> New Hampshire, <S> Alan Shepard <P> selectedByNasa <O> 1959, <S> Alan Shepard <P> nationality <O> United States]","""Mae Alan Sheppard yn Americanaidd o'i le, a'i bendigor yn y wladwriaeth New Hampshire, wedi graddio yn y NWC yn 1957.",Welsh
4218,City,(X (X (X))),chain,"[<S> Anderson, Indiana <P> isPartOf <O> Indiana, <S> Indiana <P> country <O> United States]","""Anderson yw ddinas yn Indiana, Unol Daleithiau. """,Welsh
6504,Building,(X (X) (X) (X)),sibling,"[<S> Alan B. Miller Hall <P> location <O> Virginia, <S> Alan B. Miller Hall <P> owner <O> College of William & Mary, <S> Alan B. Miller Hall <P> architecturalStyle <O> Georgian architecture]","""Mae Allan B Miller Hall sydd â arddull yr archwiliad Georgia yn eiddo i'r Coleg William a Mary ac mae'n lleoli yn Virginia. """,Welsh
7484,MeanOfTransportation,(X (X (X) (X))),mixed,"[<S> Abarth 1000 GT Coupé <P> designCompany <O> Gruppo Bertone, <S> Gruppo Bertone <P> foundationPlace <O> Italy, <S> Gruppo Bertone <P> foundedBy <O> Giovanni Bertone]","""Gweir gan Giovanni Bertone y Gruppo Bertone yn yr Eidal gan Giovanni Bertone a ddylunio'r Abarth 1000 GT Coupé.",Welsh
3180,SportsTeam,(X (X) (X) (X)),sibling,"[<S> 1. FC Köln <P> manager <O> Peter Stöger, <S> 1. FC Köln <P> season <O> 2014, <S> 1. FC Köln <P> numberOfMembers <O> 50000]","""Mae Peter Stöger yn rheolwr FK Köln, sy'n cynnwys 50 000 o ymgytnogion a chymeriodd rhan yn tymor 2014"".",Welsh
2817,SportsTeam,(X (X)),,[<S> Dave Challinor <P> club <O> Stockport County F.C.],"""Mae Dave Challinor yn chwarae yn Stockport County F.C""., ""Mae Dave Challinor yn chwarae ar gyfer Stockport County F.C"".",Welsh
5456,University,(X (X) (X)),sibling,"[<S> School of Business and Social Sciences at the Aarhus University <P> academicStaffSize <O> 737, <S> School of Business and Social Sciences at the Aarhus University <P> established <O> 1928]","""Dyrngwyd Ysgol Busnes a Gwyddorau Cymdeithasol ym Mhrifysgol Aarhus yn 1928 ac mae ganddo staff academaidd o 737."", ""Dyrngwyd Ysgol Busnes a Gwyddorau Cymdeithasol ym Mhrifysgol Aarhus yn 1928 ac mae ganddo staff academaidd o 737 o bobl."", ""Dyrngwyd Ysgol Busnes a Gwyddorau Cymdeithasol ym Mhrifysgol Aarhus yn 1928 gyda staff o 737.""",Welsh
11046,Airport,(X (X) (X) (X (X (X)))),mixed,"[<S> Allama Iqbal International Airport <P> operatingOrganisation <O> Pakistan Civil Aviation Authority, <S> Pakistan <P> leader <O> Mamnoon Hussain, <S> Lahore <P> country <O> Pakistan, <S> Allama Iqbal International Airport <P> location <O> Punjab, Pakistan, <S> Allama Iqbal International Airport <P> cityServed <O> Lahore]","""O dan reolaeth Awdurdod Adarfau Sifil Pakistan, mae Arfordir Rhyngwladol Allama Iqbal yn Punjab, prifddinas dinas Lahore yn Pakistan. Mae pennaeth Pakistan yn Mamnoon Hussain. "" ""Mamnoon Hussain yw arweinydd Pakistan lle mae Arfordir Rhyngwladol Allama Iqbal yn lleoli ac yn gwasanaethu dinas Lahore. Mae'r maes awyr, sydd yn Punjab, yn cael ei weithredu gan Awdurdod Adarfau Sifil Pakistan. ""Mamnoon Hussain yw arweinydd Pakistan lle mae Arfordir Rhy",Welsh
8538,Airport,(X (X) (X (X) (X))),mixed,"[<S> Appleton International Airport <P> location <O> Greenville, Wisconsin, <S> Greenville, Wisconsin <P> isPartOf <O> Grand Chute, Wisconsin, <S> Greenville, Wisconsin <P> isPartOf <O> Dale, Wisconsin, <S> Appleton International Airport <P> cityServed <O> Appleton, Wisconsin]","""Mae maes awyr rhyngwladol Appleton (Appleton) yn Greenville sy'n Grand Chute a rhan o Dale, Wisconsin. """", Mae maes awyr rhyngwladol Appleton yn Greenville, Grand Chute, Dale, Wisconsin, ac yn gwasanaethu Appleton Wisconsin. """", Mae maes awyr rhyngwladol Appleton, sydd yn Greenville (WI), yn gwasanaethu Appleton. Mae Greenville yn Grand Chute a Dale, Wisconsin. """,Welsh
10019,Food,(X (X (X) (X) (X))),mixed,"[<S> Spain <P> language <O> Spanish language, <S> Arròs negre <P> country <O> Spain, <S> Spain <P> demonym <O> Spaniards, <S> Spain <P> leader <O> Felipe VI of Spain]","""Arròs negre yn o'r Sbaen, lle mae Sbaen yn cael ei siarad. Mae arweinydd y Sbaenwyr yn Felipe VI. ""Arròs negre yw pryd traddodiadol o Sbaen, gwlad y Sbaenwyr a'r iaith Sbaen. Mae'r arweinydd yn Felipe VI. """,Welsh
2650,Politician,(X (X)),,[<S> United States <P> ethnicGroup <O> Native Americans in the United States],"""Yn yr Unol Daleithiau un o'r grwpiau ethnig yw'r America Ddaear. "" ""Mae'r America Ddaear yn grŵp ethnig yn yr Unol Daleithiau"", ""Mae'r America Ddaear yn grŵp ethnig yn yr Unol Daleithiau"".",Welsh
3634,Astronaut,(X (X) (X)),sibling,"[<S> Buzz Aldrin <P> alternativeName <O> ""Edwin E. Aldrin, Jr."", <S> Buzz Aldrin <P> birthDate <O> ""1930-01-20""]","""Edwin E. Aldrin, Jr. a anwyd ar 20 Ionawr 1930, aeth ymlaen i gael ei adnabod fel Buzz Aldrin. ""Edwin E. Aldrin, Jr. oedd yn gyffredin yn cael ei adnabod fel Buzz Aldrin a anwyd ar 20 Ionawr 1930. ""Edwin E. Aldrin Junior's nickname was Buzz Aldrin and he was born on 20 Ionawr, 1930. """,Welsh
12625,Politician,(X (X) (X (X) (X) (X))),mixed,"[<S> Spain <P> currency <O> Euro, <S> Abel Caballero <P> birthPlace <O> Galicia (Spain), <S> Abel Caballero <P> nationality <O> Spain, <S> Spain <P> leader <O> Felipe VI of Spain, <S> Spain <P> language <O> Spanish language]","""Roedd Abel Caballero wedi geni yn Galicia, yr Alban a'i arweinir gan Felipe VI. Mae'r wlad yn defnyddio'r Euro fel ei arian cyfred ac mae'r prif iaith yn y Sbaen. """,Welsh
5662,WrittenWork,(X (X (X))),chain,"[<S> United States <P> leaderTitle <O> President of the United States, <S> A Fortress of Grey Ice <P> country <O> United States]","""Mae'r Ffortiwn o'r Uwch o'r Unol Daleithiau lle mae'r arweinydd yn cael ei adnabod fel y Llywydd. "" ""Mae'r Ffortiwn o'r Uwch o'r Unol Daleithiau lle mae'r teitl y arweinydd yn Llywydd. """,Welsh
4986,Monument,(X (X) (X)),sibling,"[<S> 14th New Jersey Volunteer Infantry Monument <P> category <O> Historic districts in the United States, <S> 14th New Jersey Volunteer Infantry Monument <P> district <O> Monocacy National Battlefield]","""Mae'r 14ain Mynydd Infantry gwirfoddol New Jersey, a ddarperir yn y Monocacy National Battlefield, yn cael ei dargedu fel ardal hanesyddol yn yr Unol Daleithiau. """", ""Mae'r 14ain Mynydd Infantry gwirfoddol New Jersey yn perthyn i'r categori o dairiaethau hanesyddol yn yr Unol Daleithiau ac mae'n cael ei ddarperir yn y Monocacy National Battlefield. """", ""Mae'r 14ain Mynydd Infantry gwirfoddol New Jersey wedi'i dargedu fel ardal hanesyddol yn",Welsh
2799,SportsTeam,(X (X)),,[<S> Akron Summit Assault <P> season <O> 2011],"""Roedd Acron Summit Assault yn chwarae yn y tymor 2011. """,Welsh
292,Astronaut,(X (X)),,[<S> Apollo 8 <P> commander <O> Frank Borman],"""Roedd Frank Borman yn gorchymynwr Aполлона-8"", ""Roedd Frank Borman yn gorchymynwr Aполлона-8"", ""Roedd Commander Aполлона-8"" yn Frank Borman. """,Welsh
12425,MeanOfTransportation,(X (X (X) (X) (X) (X))),mixed,"[<S> United States <P> demonym <O> Americans, <S> United States <P> language <O> English language, <S> Atlas II <P> countryOrigin <O> United States, <S> United States <P> ethnicGroup <O> African Americans, <S> United States <P> leaderTitle <O> President of the United States]","""Mae'r Atlas II yn dod o'r Unol Daleithiau lle mae'r trigolion yn cael eu galw'n Americaidd ac mae'r iaith yn Saesneg. Mae gan y Unol Daleithiau grwpiau ethnig gan gynnwys Americaid Affricaidd a'i arweinydd yn cael ei enwi Llywydd y Unol Daleithiau. """", Mae'r Atlas II yn dod o'r Unol Daleithiau lle caiff y Saesneg ei siarad a'r Llywydd yn y arweinydd. Mae'r wlad yn cael ei drigolion gan Americaid ac yn cynnwys y grŵp ethnig o Americaid Affricaidd.",Welsh
2986,WrittenWork,(X (X)),,"[<S> 1634: The Bavarian Crisis <P> precededBy <O> ""DeMarce short stories in the The Grantville Gazettes""]","""Mae stori byr DeMarce yn y Grantville Gazettes yn cyn 1634: The Bavarian Crisis. """,Welsh
2690,SportsTeam,(X (X)),,[<S> A.C. Lumezzane <P> ground <O> Italy],"""Mae AC Lumezzane yn chwarae yn yr Eidal, "" ""Mae dir AC Lumezzane yn yr Eidal"".",Welsh
6184,Athlete,(X (X) (X (X))),mixed,"[<S> Abel Hernández <P> club <O> Peñarol, <S> U.S. Città di Palermo <P> manager <O> Giuseppe Iachini, <S> Abel Hernández <P> club <O> U.S. Città di Palermo]","""Mae Abel Hernandez, a'i clwb yw Penarol, yn chwarae ar gyfer y clwb, US Città di Palermo. Mae Giuseppe Iachini yn rheolwr US Città di Palermo. """,Welsh
4754,Food,(X (X (X))),chain,"[<S> Singapore <P> language <O> English language, <S> Ayam penyet <P> region <O> Singapore]","""Mae Saesneg yn un o'r ieithoedd a ddywedir yn Singapore lle mae ayam penyet yn dod o"".",Welsh
4330,City,(X (X (X))),chain,"[<S> United States <P> leader <O> Barack Obama, <S> Akron, Ohio <P> country <O> United States]","""Mae Akron, Ohio yn y Unol Daleithiau lle mae Barack Obama yn arweinydd. "" ""Mae Akron, Ohio yn y Unol Daleithiau a'i arweinydd yw Barack Obama"".",Welsh
8372,WrittenWork,(X (X (X) (X))),mixed,"[<S> United States <P> ethnicGroup <O> Asian Americans, <S> United States <P> leader <O> Barack Obama, <S> A Fortress of Grey Ice <P> country <O> United States]","""Mae'r Ffortress of Grey Ice yn o'r Unol Daleithiau lle mae llawer o Americainwyr Asiaidd a'r arweinydd yw Barack Obama. """", Mae'r Ffortress of Grey Ice yn o'r Unol Daleithiau lle mae Barack Obama yn y pennaeth a un o'r grwpiau ethnig yn Americainwyr Asiaidd. """", Mae'r Ffortress of Grey Ice yn o'r Unol Daleithiau lle mae Barack Obama yn y arweinydd a'r Americainwyr Asiaidd yn un o'r grwpiau ethnig"".",Welsh
4607,Airport,(X (X) (X) (X) (X) (X)),sibling,"[<S> Ashgabat International Airport <P> operatingOrganisation <O> Turkmenistan Airlines, <S> Ashgabat International Airport <P> location <O> Ashgabat, <S> Ashgabat International Airport <P> runwayLength <O> 3800.0, <S> Ashgabat International Airport <P> elevationAboveTheSeaLevelInMetres <O> 211, <S> Ashgabat International Airport <P> runwayName <O> ""11/29""]","""Mae awyrennau ar ôl y enw Saparmurat Turkmenbashi yn Ashхабаde yn cael eu defnyddio gan y llinellau awyr Turkmensky. Mae'n lleoli ar uchafbwynt o 211 metr uwchben lefel y môr ac mae ganddo llinellau hedfan a hedfan o dan enw 11/29, sydd â hyd 3800,0."", ""Mae sefydliad gweithredol y maes awyr ar ôl y enw Saparmurat Turkmenbashi yn Ashхабаde yn cael ei alw'n Turkmensky Airlines. Mae llinellau hedfan a hedfan o 3800,0,",Welsh
317,Astronaut,(X (X)),,[<S> St. Louis <P> isPartOf <O> Kingdom of France],"""Roedd Saint-Louis yn y Frenhiniaeth Ffrainc. "" ""Roedd Saint-Louis yn rhan o'r Frenhiniaeth Ffrainc. "" ""Mae Saint-Louis yn rhan o'r Frenhiniaeth Ffrainc. """,Welsh
2795,SportsTeam,(X (X)),,[<S> Akron Summit Assault <P> chairman <O> Dave Laughlin],"""Mae cadeirydd Assault y Mwynydd yn Dave Laughlin. """,Welsh
1121,Building,(X (X)),,[<S> Japan <P> leader <O> Akihito],"""Mae arweinydd Japan yn cael ei enwi'n Akihito"", ""Mae arweinydd Japan yn Akihito"", ""Mae Emperor Japan yn Akihito"".",Welsh
936,Food,(X (X)),,[<S> Bionico <P> ingredient <O> Raisin],"""Mae'r Bionic yn cadw'r ysmyg"".",Welsh
464,Building,(X (X)),,[<S> Augustus Pugin <P> birthPlace <O> Bloomsbury],"""Tafad geni Ogasteisa Welbi Northmore Pydgina - Bloomsbury. """,Welsh
9598,City,(X (X) (X) (X (X))),mixed,"[<S> United States <P> ethnicGroup <O> Asian Americans, <S> Akron, Ohio <P> leaderTitle <O> Mayor, <S> Akron, Ohio <P> country <O> United States, <S> Akron, Ohio <P> isPartOf <O> Summit County, Ohio]","""Mae Akron, a'i arwain gan y Prif Weinidog, yn Sir Summit, Ohio, yn yr Unol Daleithiau, lle mae Americain Asiaidd yn un o'r grwpiau ethnig. """", ""Mae Akron yn Sir Summit, Ohio yn yr Unol Daleithiau lle gellir dod o hyd hefyd i Americain Asiaidd. Mae Akron yn cael ei llywodraethu gan y Prif Weinidog. """"Mae Americain Asiaidd yn grŵp ethnig o fewn yr Unol Daleithiau sy'n lleoliad Akron. Mae'n lleoli yn Sir Summit, Ohio ac yn cael ei arwain gan y Prif",Welsh
