id,category,shape,shape_type,triples,lexicalization,prefix
7552,MeanOfTransportation,(X (X (X) (X))),mixed,"[<S> Argentina <P> capital <O> Buenos Aires, <S> Argentina <P> leader <O> Gabriela Michetti, <S> ARA Veinticinco de Mayo (V-2) <P> country <O> Argentina]","""Mae'r ARA Veinticinco de Mayo (V-2) yn deillio o Argeintina lle mae Gabriela Michetti yn arweinydd a Buenos Aires yn brifddinas. """,Welsh
8059,SportsTeam,(X (X) (X) (X)),sibling,"[<S> Agremiação Sportiva Arapiraquense <P> nickname <O> ""Asa Gigante ''"", <S> Agremiação Sportiva Arapiraquense <P> season <O> 2015, <S> Agremiação Sportiva Arapiraquense <P> numberOfMembers <O> 17000]","""Mae'r Agremiação Sportiva Arapiraquense yn cael ei alw'n Asa Gigante. Mae ganddynt 17000 o aelodau ac maen nhw'n chwarae yn y tymor 2015."", ""Mae gan Agremiacao Sportiva Arapiraquense y enw enw Asa Gigante, maen nhw'n chwarae yn y tymor 2015 ac maen nhw'n chwarae yn 17000 o aelodau.",Welsh
5967,Artist,(X (X) (X) (X)),sibling,"[<S> Aleksandra Kovač <P> genre <O> Rhythm and blues, <S> Aleksandra Kovač <P> associatedBand/associatedMusicalArtist <O> Bebi Dol, <S> Aleksandra Kovač <P> associatedBand/associatedMusicalArtist <O> Kristina Kovač]","""Mae Alexandra Kovac yn chwarae cerddoriaeth rhythm a blues. Mae hi'n gysylltiedig â'r artistiaid cerddorol Bebi Dol a Kristina Kovac. """", Alexandra Kovac, sy'n gysylltiedig â Bebi Dol a Kristina Kovac, yw cynrychiolydd Rhythm a blues. """", Artist cerddorol, Aleksandra Kovač, yn gysylltiedig â'r artistiaid cerddorol eraill Bebi Dol a Kristina Kovač. Gener cerddorol Aleksandra Kovac yw rhythm a blues.",Welsh
2446,Politician,(X (X)),,[<S> Abraham A. Ribicoff <P> party <O> Democratic Party (United States)],"""Mae Abraham A. Ribicoff yn aelod o'r Pwyllgor Democratol yr Unol Daleithiau. "" ""Mae Abraham A. Ribicoff yn aelod o'r Pwyllgor Democrat yn yr Unol Daleithiau. ""Roedd Abraham A. Ribicoff yn aelod o'r Pwyllgor Democrat yn yr Unol Daleithiau. """,Welsh
4567,Food,(X (X (X))),chain,"[<S> Avocado <P> order <O> Laurales, <S> Bandeja paisa <P> ingredient <O> Avocado]","""Mae avocado (ordyn Laurales) yn cynnwys yn y ddisg Bandeja paisa."", ""Mae'r gorchymyn Laurales yn cynnwys avocado sy'n gynhwysyn yn y ddisg Bandeja paisa."", ""Mae avocado yn un o gynhwysynnau yn Bandeja paisa ac yn aelod o'r gorchymyn planhigion Laurales"".",Welsh
10276,Monument,(X (X) (X) (X) (X)),sibling,"[<S> 11th Mississippi Infantry Monument <P> location <O> Seminary Ridge, <S> 11th Mississippi Infantry Monument <P> state <O> ""Pennsylvania"", <S> 11th Mississippi Infantry Monument <P> established <O> 2000, <S> 11th Mississippi Infantry Monument <P> category <O> Contributing property]","""Mae'r 11eg Mynydd Infantry Mississippi yn dod o dan categori eiddo cyfrannu ac wedi'i gwblhau yn 2000, mae'r 11eg Mynydd Infantry Mississippi yn lleoli yn Seminary Ridge, Pennsylvania. """,Welsh
5623,WrittenWork,(X (X) (X)),sibling,"[<S> Alcatraz Versus the Evil Librarians <P> author <O> Brandon Sanderson, <S> Alcatraz Versus the Evil Librarians <P> followedBy <O> Alcatraz Versus the Scrivener's Bones]","""Cerdynwyd Alcatraz yn erbyn y Llyfrgellwyr Gnogyn gan Brandon Sanderson a dilynwyd gan Alcatraz yn erbyn y Llyfrgellwyr Gnogyn gan Brandon Sanderson. """,Welsh
3016,WrittenWork,(X (X)),,"[<S> AIDS (journal) <P> LCCN number <O> ""90640840""]","""Mae gan y cylchgrawn AIDS rhif LCCN 90640840."", ""Mae rhif LCCN o'r AIDS (journal) yn 90640840."", ""Mae rhif LCCN o'r cylchgrawn AIDS yn 90640840.""",Welsh
2035,MeanOfTransportation,(X (X)),,"[<S> 1955 Dodge <P> alternativeName <O> ""Dodge Suburban""]","""Mae'r 1955 Doge hefyd yn cael ei alw'n Dodge Suburban. "" ""Mae enw arall y 1955 Dodge yn ""Dodge Suburban"".",Welsh
10500,Politician,(X (X) (X) (X) (X)),sibling,"[<S> Alfons Gorbach <P> deathPlace <O> Styria, <S> Alfons Gorbach <P> deathPlace <O> Graz, <S> Alfons Gorbach <P> birthPlace <O> County of Tyrol, <S> Alfons Gorbach <P> birthPlace <O> Imst]","""Alfons Gorbach, a enwyd yn Imst, yn Tyrol ac a farw yn Styria, yn Graz. ""Alfons Gorbach, a enwyd yn Imst yn Sir Tyrol a marw yn Graz, Styria. """,Welsh
2230,MeanOfTransportation,(X (X)),,[<S> Aston Martin V8 <P> bodyStyle <O> Coupé],"""Mae arddull corff Aston Martin V8 yn y Coupé. "" ""Mae arddull corff Aston Martin V8 yn y coupé. "" ""Mae'r Aston Martin V8 yn y coupé. """,Welsh
498,Artist,(X (X)),,"[<S> Andra (singer) <P> occupation <O> ""singer, Reality television judge""]","""Mae Andrea yn byw fel cantwr a pheriad teledu realiti. "" ""Mae swyddi Andra wedi cynnwys cantwr a pheriad teledu realiti. "" ""Andra yw cantwr a pheriad teledu realiti. """,Welsh
2567,Politician,(X (X)),,[<S> Alfred N. Phillips <P> office <O> United States House of Representatives],"""Roedd Alfred N. Phillips yn gweithio yn y Cynulliad y Deyrnas Unedig. """,Welsh
4130,CelestialBody,(X (X) (X)),sibling,"[<S> 10 Hygiea <P> surfaceArea <O> 837080.744 (squareKilometres), <S> 10 Hygiea <P> apoapsis <O> 523951582.33968 (kilometres)]","""Mae gan 10 Hygiea ardal drysu o 837080.744 chilomedr ferch, ac apopsis o 523951582.33968 chilomedr. """"Mae gan y corff nefoedd a elwir fel 10 Hygiea ardal drysu o 837080.744 chilomedr ferch a apopsis o 523951582.33968 chilomedr. """"Mae gan y corff nef a elwir fel 10 Hygiea ardal drysu o 837080.744 chilomedr ferch a apopsis",Welsh
4177,Food,(X (X) (X (X) (X))),mixed,"[<S> Binignit <P> ingredient <O> Sweet potato, <S> Sweet potato <P> division <O> Flowering plant, <S> Binignit <P> mainIngredient <O> Banana, <S> Sweet potato <P> order <O> Solanales]","""Mae'r cynhwysion sylfaenol o'r sup Binignit yn banan. Mae'r bwyd hefyd yn cynnwys batat, sy'n perthyn i planhigion gwyrdd a sy'n perthyn i'r refn Pasglonowsvetnes.",Welsh
9228,Building,(X (X (X) (X) (X))),mixed,"[<S> Asilomar Conference Grounds <P> architect <O> Julia Morgan, <S> Julia Morgan <P> significantBuilding <O> Los Angeles Herald-Examiner, <S> Julia Morgan <P> birthPlace <O> California, <S> Julia Morgan <P> significantBuilding <O> Asilomar State Beach]","""Dangosodd yr archweithiwr benywaidd o California Julia Morgan y tirnau o Gynhadledd Asilomar yn ogystal â adeiladau sylweddol o Asilomar State Beach a adeilad Los Angeles Herald Examiner. """,Welsh
3170,WrittenWork,(X (X)),,[<S> Polish Academy of Sciences <P> regionServed <O> Poland],"""Mae Academi Gwyddorau Poloniaidd yn gwasanaethu Polandiad. "" ""Mae Academi Gwyddorau Polandiad yn seiliedig yn Polandiad. """,Welsh
759,ComicsCharacter,(X (X)),,[<S> John Buscema <P> award <O> Inkpot Award],"""Mae John Bussema wedi ennill y wobr Inkpot. """,Welsh
9340,CelestialBody,(X (X (X) (X) (X))),mixed,"[<S> 1036 Ganymed <P> discoverer <O> Walter Baade, <S> Walter Baade <P> nationality <O> Germany, <S> Walter Baade <P> birthPlace <O> German Empire, <S> Walter Baade <P> almaMater <O> University of Göttingen]","""Roedd Walter Baade, a ddarganfuodd 1036 Ganymed, yn genedlaetholwr Almaeneg, gan geni yn yr Empiriaeth Almaeneg ac wedi graddio o Brifysgol Gottingen. """,Welsh
2428,Politician,(X (X)),,[<S> Abner W. Sibal <P> militaryBranch <O> United States Army],"""Abner W. Sibal gwasanaethu yn y Lluoedd yr Unol Daleithiau"".",Welsh
8678,Artist,(X (X) (X) (X) (X)),sibling,"[<S> Al Anderson (NRBQ band) <P> associatedBand/associatedMusicalArtist <O> NRBQ, <S> Al Anderson (NRBQ band) <P> associatedBand/associatedMusicalArtist <O> The Wildweeds, <S> Al Anderson (NRBQ band) <P> instrument <O> Guitar, <S> Al Anderson (NRBQ band) <P> genre <O> Country music]","""Mae perfformiwr githar gwlad Al Anderson yn chwarae gyda'r band NRBQ ac wedi chwarae gyda'r Wildweeds. """,Welsh
2690,Building,(X (X) (X) (X)),sibling,"[<S> Asser Levy Public Baths <P> location <O> 23rd Street (Manhattan), <S> Asser Levy Public Baths <P> yearOfConstruction <O> 1904, <S> Asser Levy Public Baths <P> addedToTheNationalRegisterOfHistoricPlaces <O> ""1980-04-23""]","""Mae'r closhau cyhoeddus Ashera Lewy yn cael eu hadeiladu ar 23rd Street (Manhattan). Cafodd eu hadeiladu yn 1904 a'u ychwanegu at y Rheistref Cenedlaethol o Lewyoedd hanesyddol ar 23 Ebrill 1980.",Welsh
2721,SportsTeam,(X (X)),,[<S> A.F.C. Fylde <P> numberOfMembers <O> 3180],"""Mae gan AFC Fylde 3180 aelod"", ""Mae gan AFC Fylde 3180 aelod"", ""Mae gan AFC Fylde 3180 aelod"".",Welsh
9889,Food,(X (X) (X) (X) (X)),sibling,"[<S> Barny Cakes <P> dishVariation <O> Milk, <S> Barny Cakes <P> protein <O> 1.8 g, <S> Barny Cakes <P> fat <O> 4.8 g, <S> Barny Cakes <P> carbohydrate <O> 18.0 g]","""Mae ceke Barny yn cynnwys melch a gall gynnwys 1.8g o protein, 4.8g o gaeaf a 18.0g o carbonhydrat. "" ""Mae gan ceke Barny amrywiad o ddŵr sy'n defnyddio melch yn y rysáit. Mae gwerth cyhydradd y ceke Barny yn cynnwys y canlynol: 1.8g o protein, 18.00g o carbonhydrat a 4.8g o gaeaf. ""Mae gan ceke Barny 1.8g o protein, 4.8g o gaeaf a 18g o carbonhydrat. Mae gan amrywiad o",Welsh
3758,Athlete,(X (X (X))),chain,"[<S> Alan Martin (footballer) <P> club <O> Clyde F.C., <S> Clyde F.C. <P> ground <O> Broadwood Stadium]","""Gwaraodd Alan Martin ar gyfer Clyde F.C. yn Stadiwm Broadwood"", ""Gwaraodd Alan Martin pêl-droed ar gyfer clwb Clyde F.C. yn The Broadwood Stadium"", ""Gwaraodd Alan Martin ar gyfer Clyde F.C. a'i dir cartref yw Broadwood Stadium"".",Welsh
2672,SportsTeam,(X (X)),,[<S> 1. FC Magdeburg <P> manager <O> Jens Härtel],"""Mae rheolwr FC Magdeburg yn Jens Härtel. """,Welsh
8398,WrittenWork,(X (X) (X (X))),mixed,"[<S> Viking Press <P> country <O> United States, <S> A Long Long Way <P> publisher <O> Viking Press, <S> A Long Long Way <P> followedBy <O> The Secret Scripture]","""Mae'r llyfr ""A Long Long Way"" wedi'i gyhoeddi gan Viking Press sy'n lleoli yn yr Unol Daleithiau.",Welsh
8069,SportsTeam,(X (X (X) (X))),mixed,"[<S> Akron Summit Assault <P> ground <O> St. Vincent–St. Mary High School, <S> St. Vincent–St. Mary High School <P> state <O> Ohio, <S> St. Vincent–St. Mary High School <P> country <O> United States]","""Mae Assault Summit Acron yn lleoli yn Ysgol Uwchradd St. Vincent-St. Mary yn Ohio, yr Unol Daleithiau"". ""Mae Ysgol Uwchradd St. Vincent-St. Mary yn Ohio yn yr Unol Daleithiau ac mae'n dir Assault Summit Acron"". ""Mae Ysgol Uwchradd St. Vincent-St. Mary yn dir Assault Summit Akron, yn gwladwriaeth Ohio yn yr Unol Daleithiau America"".",Welsh
7264,Food,(X (X (X) (X))),mixed,"[<S> Barny Cakes <P> country <O> France, <S> France <P> language <O> French language, <S> France <P> leader <O> Claude Bartolone]","""Mae cekeu barny yn cael eu gweld yn Ffrainc, lle mae Claude Bartolone yn arwain a'r Ffrainc yn iaith a siaradir yno. """", Mae cekeu barny yn wreiddiol yn Ffrainc, lle mae Ffrainc yn iaith genedlaethol ac lle mae Claude Bartolone yn arweinydd. """", Mae cekeu barny wedi wreiddiol yn Ffrainc, lle mae Claude Bartolone yn arweinydd a'r iaith genedlaethol yn Ffrainc. """,Welsh
1684,Company,(X (X)),,[<S> AmeriGas <P> netIncome <O> 211200000],"""Mae incwm net AmeriGas yn 211200000."", ""Mae AmeriGas yn cael incwm net o $211,200,000."", ""Mae AmeriGas yn ennill 211200000 o incwm net"", ""Mae AmeriGas yn cael incwm net o 211200000.""",Welsh
4792,MeanOfTransportation,(X (X) (X)),sibling,"[<S> AIDAluna <P> maidenVoyage <O> 2009-03-22, <S> AIDAluna <P> length <O> 252000.0 (millimetres)]","""Mae'r AIDAluna yn 252m o hyd ac fe wnaeth ei daith gyntaf ar 22 Mawrth 2009."" ""Mae'r AIDAluna yn 252m o hyd ac fe wnaeth ei daith gyntaf ar 22 Mawrth 2009."" ""Mae'r AIDAluna, 252000.0 mm o hyd, wedi ei daith gyntaf ar 22 Mawrth 2009.""",Welsh
1947,Food,(X (X (X))),chain,"[<S> Bacon Explosion <P> country <O> United States, <S> United States <P> language <O> English language]","""Mae'r Saesneg yn cael ei ddefnyddio yn yr Unol Daleithiau America, lle gall pobl ddod o hyd i ""Bloes Bloes"", ""Mae'r Saesneg a'r Bloes Bloes Bloes yn yr Unol Daleithiau hefyd"", ""Mae'r Unol Daleithiau sy'n siarad Saesneg yn gallu ffroesau o ""Bloes Bloes Bloes"".",Welsh
6534,Building,(X (X (X) (X))),mixed,"[<S> Asilomar Conference Grounds <P> architect <O> Julia Morgan, <S> Julia Morgan <P> birthPlace <O> San Francisco, <S> Julia Morgan <P> significantBuilding <O> Asilomar State Beach]","""Roedd Julia Morgan, a enwyd yn San Francisco, yn seintiwr y safle cynhadledd Asilomar. Un o'r adeiladau sylweddol a ddyluniwyd gan Julia Morgan yw Pyd-ddinas Gwlad Asilomar.",Welsh
5290,Astronaut,(X (X (X)) (X (X)) (X (X))),mixed,"[<S> Alan Shepard <P> mission <O> Apollo 14, <S> New Hampshire <P> bird <O> Purple finch, <S> Distinguished Service Medal (United States Navy) <P> higher <O> Department of Commerce Gold Medal, <S> Alan Shepard <P> birthPlace <O> New Hampshire, <S> Apollo 14 <P> operator <O> NASA, <S> Alan Shepard <P> award <O> Distinguished Service Medal (United States Navy)]","""Roedd Alan Sheppard yn cael ei eni yn New Hampshire, gwlad y ffeiliau.",Welsh
1745,CelestialBody,(X (X) (X)),sibling,"[<S> 1089 Tama <P> apoapsis <O> 373513000.0 (kilometres), <S> 1089 Tama <P> averageSpeed <O> 19.94 (kilometrePerSeconds)]","""Mae gan 1089 Tama - 373513000,0 (kilometrau), ac mae ganddo gyflymder canol 19.94 chilometredd y second. """,Welsh
12730,University,(X (X) (X) (X) (X (X))),mixed,"[<S> Visvesvaraya Technological University <P> city <O> Belgaum, <S> Acharya Institute of Technology <P> country <O> ""India"", <S> Acharya Institute of Technology <P> numberOfPostgraduateStudents <O> 700, <S> Acharya Institute of Technology <P> campus <O> ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."", <S> Acharya Institute of Technology <P> affiliation <O> Visvesvaraya Technological University]","""Mae campws y Sefydliad Technoleg Acharya yn Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090, India. Mae'n gysylltiedig â Prifysgol Technoleg Visvesvaraya yn Belgaum ac mae ganddo 700 o fyfyrwyr radd flaenaf.",Welsh
1001,Building,(X (X)),,[<S> Adare Manor <P> location <O> County Limerick],"""Mae Adare Manor yn lleoli yn Sir Limerick. "" ""Mae Adare Manor yn cael ei ddod o hyd yn Sir Limerick"".",Welsh
5181,Politician,(X (X) (X)),sibling,"[<S> Alberto Teisaire <P> successor <O> Isaac Rojas, <S> Alberto Teisaire <P> birthPlace <O> Mendoza, Argentina]","""Roedd Albert Teisaire wedi geni yn Mendoza yn yr Argentina ac roedd ei gyfadlwr yn Isaac Rojas. """,Welsh
10882,WrittenWork,(X (X (X) (X) (X))),mixed,"[<S> Administrative Science Quarterly <P> publisher <O> Cornell University, <S> Cornell University <P> affiliation <O> Association of Public and Land-grant Universities, <S> Cornell University <P> president <O> Elizabeth Garrett, <S> Cornell University <P> city <O> Ithaca, New York]","""Mae Prifysgol Cornell yn Ithaca, New York ac mae'r pennaeth yn Elizabeth Garrett. Maent yn gyhoeddwr y Cyfarwyddwr Cyfarwyddoniaeth Cyfarwyddon Trydydd Cylch a'u cymharu â Gymdeithas Prifysgolnau Cyhoeddus a Gronfaeth Gwlad.",Welsh
2874,Food,(X (X) (X) (X)),sibling,"[<S> Ajoblanco <P> country <O> Spain, <S> Ajoblanco <P> region <O> Andalusia, <S> Ajoblanco <P> ingredient <O> Olive oil]","""Ahoblanco yn cael ei baratoi o olew oliw ac yn cael ei gyfarfod yn Andalusia, Sbaen. """,Welsh
5935,Artist,(X (X) (X) (X)),sibling,"[<S> Al Anderson (NRBQ band) <P> associatedBand/associatedMusicalArtist <O> NRBQ, <S> Al Anderson (NRBQ band) <P> associatedBand/associatedMusicalArtist <O> The Wildweeds, <S> Al Anderson (NRBQ band) <P> birthPlace <O> Windsor, Connecticut]","""Mae Al Anderson, sydd yn rhan o'r band NRBQ, wedi chwarae gyda'r band The Wildweeds ac yn cael ei eni yn Windsor, Connecticut. """,Welsh
1254,SportsTeam,(X (X)),,[<S> Peter Stöger <P> club <O> FK Austria Wien],"""Mae Peter Stöger yn aelod o clwb pêl-droed Awstria. """", ""Mae Peter Stöger yn chwarae yn y FK ""Austria"". """,Welsh
9455,City,(X (X (X)) (X (X))),mixed,"[<S> Anaheim, California <P> isPartOf <O> California, <S> California <P> language <O> Spanish language, <S> United States House of Representatives <P> location <O> United States, <S> Anaheim, California <P> leaderTitle <O> United States House of Representatives]","""Mae'r Sbaeneg yn cael ei siarad yn y Cynulliad o'r Unol Daleithiau sy'n arwain Anaheim, California. "" ""Mae'r Cynulliad o'r Unol Daleithiau yn arwain Anaheim, California (USA), lle mae'r Gymraeg yn cael ei siarad. "" ""Mae'r Cynulliad o'r Unol Daleithiau yn lleoli o fewn yr Unol Daleithiau ac yn arwain Anaheim, California. Mae'r Gymraeg yn cael ei siarad yn California"".",Welsh
725,Athlete,(X (X)),,[<S> Akeem Ayers <P> formerTeam <O> Los Angeles Rams],"""Roedd tîm blaenorol Akeem Ayers yn Los Angeles Rams. "" ""Mae tîm blaenorol Akeem Ayers yn Los Angeles Rams. "" ""Roedd Akeem Ayers yn chwarae ar gyfer Los Angeles Rams. """,Welsh
675,CelestialBody,(X (X)),,[<S> 110 Lydia <P> averageSpeed <O> 17.99 (kilometrePerSeconds)],"""(110) Lidia yn teithio gyda chyflymder canol 17,99 km/s"", ""Cydradd cyflymder (110) Lidia yn teithio 17,99 km/s"", ""(110) Lidia yn troi gyda chyflymder canol orbitaidd 17,99 km/s"".",Welsh
5001,Monument,(X (X) (X)),sibling,"[<S> Baku Turkish Martyrs' Memorial <P> nativeName <O> ""Türk Şehitleri Anıtı"", <S> Baku Turkish Martyrs' Memorial <P> designer <O> ""Hüseyin Bütüner and Hilmi Güner""]","""Mae'r enw cyffredinol ar gyfer Cofff y Martyrs Twrci yn Baku, a elwir gan Hüseyin Bütüner a Hilmi Güner yn Türk Şehitleri Anıtı. """", Y Cof y Martyrs Twrci yn Baku a elwir yn lleol fel Turk Sehitleri Aniti, a elwir gan Huseyin Butuner a Hilmi Guner. """", Mae Cof y Martyrs Twrci yn Baku yn cael ei adnabod yn Twrci fel Turk Sehitleri Aniti ac mae'r dylunwyr yn Hüseyin",Welsh
3102,Food,(X (X) (X (X))),mixed,"[<S> Binignit <P> ingredient <O> Sweet potato, <S> Binignit <P> mainIngredient <O> Sago, <S> Sweet potato <P> order <O> Solanales]","""Mae'r cyflwr o'r binignit yn cynnwys y batat a'r sago.",Welsh
5335,Astronaut,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> Elliot See <P> status <O> ""Deceased"", <S> Elliot See <P> deathPlace <O> St. Louis, <S> Elliot See <P> birthPlace <O> Dallas, <S> Elliot See <P> occupation <O> Test pilot, <S> Elliot See <P> nationality <O> United States, <S> Elliot See <P> selectedByNasa <O> 1962]","""Roedd Elliott Si yn Americanaidd a gafodd ei ddewis gan NASA yn ystod misiau'r awyr yn 1962.",Welsh
3644,Building,(X (X) (X) (X) (X)),sibling,"[<S> 11 Diagonal Street <P> completionDate <O> 1983, <S> 11 Diagonal Street <P> floorCount <O> 20, <S> 11 Diagonal Street <P> architect <O> Helmut Jahn, <S> 11 Diagonal Street <P> buildingStartDate <O> ""1978""]","""Mae adeiladu Diagonal Street 11 wedi dechrau yn 1978 a chwblhau yn 1983 yn adeilad 20 floai. Roedd yr archweithiwr yn Helmut Jan. """", Helmut Jan - archweithiwr Diagonal Street 11, a dechreuodd ei adeiladu yn 1978 a chwblhau yn 1983 a mae ganddo 20 floai. """,Welsh
3592,Artist,(X (X) (X)),sibling,"[<S> Andrew Rayel <P> associatedBand/associatedMusicalArtist <O> Mark Sixma, <S> Andrew Rayel <P> associatedBand/associatedMusicalArtist <O> Armin van Buuren]","""Mae Andrew Rayel yn gysylltiedig â Mark Sixma a Armin van Buuren. """,Welsh
3312,SportsTeam,(X (X) (X) (X)),sibling,"[<S> Agremiação Sportiva Arapiraquense <P> numberOfMembers <O> 17000, <S> Agremiação Sportiva Arapiraquense <P> season <O> 2015 Campeonato Brasileiro Série C, <S> Agremiação Sportiva Arapiraquense <P> fullName <O> ""Agremiação Sportiva Arapiraquense""]","""Adnewydd llawn Agremiassan Sportiva Arapirkens - ""Agremiassan Sportiva Arapirkens"". Mae gan y clwb 17000 o aelodau a chwaraeodd yn 2015 yn Championat Brasil o Ffocwl, Serias C"", ""Adnewydd llawn clwb ""ASA"" - ""Agremiassan Sportiva Arapirkens"" (Brazil); mae gan y clwb 17000 o aelodau a chwaraeodd yn championat Brasil o ffocwl, Serias C, yn 2015",Welsh
11239,Artist,(X (X) (X) (X) (X) (X)),sibling,"[<S> Aleksandra Kovač <P> genre <O> Rhythm and blues, <S> Aleksandra Kovač <P> associatedBand/associatedMusicalArtist <O> Bebi Dol, <S> Aleksandra Kovač <P> associatedBand/associatedMusicalArtist <O> Kornelije Kovač, <S> Aleksandra Kovač <P> background <O> ""solo singer"", <S> Aleksandra Kovač <P> activeYearsStartYear <O> 1990]","""Mae Alexandra Kovac yn seinnogwr solo ac a ddechreuodd perfformio yn 1990 rhythm and blues. Mae hi yn yr un band â Kornelije Kovac ac yn gysylltiedig â Bebi Dol. """,Welsh
